0;1;Albacete;Alicante/Alacant;Almería;Araba/Álava;Asturias;Badajoz;Balears, Illes;Barcelona;Bizkaia;Burgos;Cantabria;Castellón/Castelló;Ceuta;Ciudad Real;Coruña, A;Cuenca;Cáceres;Cádiz;Córdoba;Gipuzkoa;Girona;Granada;Guadalajara;Huelva;Huesca;Jaén;León;Lleida;Lugo;Madrid;Melilla;Murcia;Málaga;Navarra;Ourense;Palencia;Palmas, Las;Pontevedra;Rioja, La;Salamanca;Santa Cruz de Tenerife;Segovia;Sevilla;Soria;Tarragona;Teruel;Toledo;Valencia/València;Valladolid;Zamora;Zaragoza;Ávila
28;Ávila;94.0;1646.0;328.0;16.0;1669.0;224.0;484.0;176.0;160.0;244.0;1310.0;366.0;;131.0;231.0;305.0;474.0;679.0;45.0;175.0;40.0;219.0;353.0;406.0;17.0;66.0;400.0;;74.0;7202.0;;259.0;745.0;146.0;108.0;247.0;119.0;725.0;131.0;3729.0;49.0;3742.0;106.0;132.0;74.0;;570.0;760.0;1179.0;299.0;97.0;44244.0
29;Albacete;74240.0;19891.0;1771.0;109.0;1224.0;192.0;1249.0;1135.0;248.0;571.0;1407.0;994.0;;2912.0;540.0;8548.0;270.0;1188.0;209.0;231.0;259.0;621.0;679.0;447.0;664.0;1152.0;1061.0;156.0;202.0;4553.0;;11165.0;1256.0;396.0;117.0;121.0;238.0;512.0;296.0;242.0;264.0;435.0;500.0;394.0;273.0;205.0;1731.0;8415.0;263.0;156.0;539.0;178.0
29;Alicante/Alacant;13799.0;747645.0;4790.0;917.0;5689.0;397.0;7584.0;5349.0;2251.0;2538.0;3857.0;3567.0;20.0;2009.0;2716.0;4956.0;1570.0;2170.0;790.0;1726.0;1994.0;4886.0;1829.0;643.0;1612.0;2555.0;3673.0;655.0;1142.0;26081.0;;54630.0;2470.0;2731.0;2245.0;1167.0;1094.0;2581.0;1157.0;1894.0;958.0;1592.0;1277.0;1039.0;1793.0;1575.0;4433.0;42050.0;1727.0;1010.0;1374.0;1935.0
29;Almería;516.0;2401.0;272731.0;135.0;1189.0;314.0;1536.0;2840.0;305.0;378.0;1090.0;594.0;;913.0;611.0;208.0;299.0;3739.0;1235.0;455.0;1336.0;31226.0;755.0;927.0;306.0;3946.0;272.0;609.0;208.0;4129.0;182.0;6301.0;7661.0;622.0;163.0;127.0;384.0;495.0;76.0;146.0;277.0;228.0;1617.0;60.0;807.0;133.0;959.0;1730.0;223.0;119.0;547.0;234.0
29;Araba/Álava;120.0;4154.0;722.0;83015.0;3547.0;461.0;1594.0;1143.0;20283.0;27770.0;19350.0;1939.0;;227.0;1064.0;230.0;2944.0;2465.0;144.0;18968.0;930.0;747.0;233.0;967.0;2045.0;318.0;3828.0;425.0;485.0;3171.0;;381.0;2149.0;8109.0;1778.0;2304.0;658.0;1679.0;16137.0;1929.0;541.0;833.0;334.0;749.0;3831.0;371.0;281.0;1070.0;1201.0;2158.0;828.0;483.0
29;Asturias;212.0;5876.0;1150.0;720.0;778539.0;864.0;7488.0;2273.0;2767.0;2249.0;13380.0;960.0;15.0;319.0;8429.0;386.0;2307.0;6851.0;498.0;1565.0;410.0;666.0;343.0;1969.0;424.0;415.0;57807.0;465.0;9388.0;9441.0;;1778.0;3764.0;1086.0;2888.0;3388.0;1987.0;12544.0;942.0;4070.0;1594.0;1926.0;1176.0;499.0;987.0;181.0;858.0;1837.0;3612.0;8021.0;549.0;1089.0
29;Badajoz;133.0;1071.0;775.0;130.0;2181.0;136231.0;1574.0;586.0;274.0;343.0;1959.0;218.0;;920.0;945.0;192.0;25911.0;13391.0;1410.0;372.0;154.0;1078.0;232.0;19183.0;254.0;325.0;675.0;105.0;365.0;4887.0;;773.0;5769.0;314.0;272.0;282.0;851.0;1355.0;175.0;2405.0;370.0;244.0;5178.0;63.0;209.0;33.0;1695.0;622.0;548.0;528.0;405.0;1093.0
29;Balears, Illes;579.0;2773.0;884.0;224.0;2822.0;317.0;828609.0;6122.0;1049.0;725.0;1728.0;928.0;;230.0;3137.0;450.0;766.0;1911.0;668.0;626.0;1289.0;2103.0;210.0;533.0;850.0;643.0;1095.0;501.0;1056.0;6313.0;45.0;1022.0;2332.0;588.0;305.0;331.0;873.0;1605.0;159.0;521.0;811.0;360.0;1528.0;119.0;1037.0;203.0;388.0;4252.0;372.0;342.0;551.0;393.0
29;Barcelona;4051.0;18026.0;11957.0;2440.0;15429.0;6678.0;93602.0;3736292.0;8252.0;10793.0;16936.0;29378.0;39.0;4336.0;14823.0;7905.0;7307.0;12402.0;5466.0;11068.0;573264.0;14404.0;6685.0;3921.0;32587.0;5944.0;15182.0;109999.0;14388.0;24433.0;16.0;8862.0;14013.0;12585.0;11599.0;3734.0;7975.0;12205.0;6206.0;6679.0;6971.0;2665.0;8224.0;10268.0;381052.0;18878.0;3010.0;23314.0;3957.0;5683.0;14490.0;1754.0
29;Bizkaia;145.0;11732.0;2152.0;23276.0;14219.0;1898.0;10621.0;4018.0;595374.0;64138.0;177896.0;4485.0;22.0;418.0;8086.0;443.0;4096.0;9945.0;349.0;22564.0;2371.0;1604.0;508.0;2187.0;3630.0;569.0;10996.0;898.0;4500.0;8417.0;;2045.0;8314.0;10964.0;3472.0;13495.0;2309.0;6200.0;24076.0;7357.0;1663.0;2085.0;1018.0;2438.0;4212.0;505.0;1096.0;3527.0;4864.0;7282.0;1767.0;1325.0
29;Burgos;127.0;4746.0;937.0;14706.0;6062.0;478.0;1303.0;1011.0;4232.0;182964.0;27186.0;2246.0;;324.0;2409.0;326.0;946.0;2748.0;163.0;2740.0;343.0;361.0;490.0;947.0;757.0;170.0;3768.0;203.0;708.0;7636.0;;818.0;2132.0;1483.0;1030.0;7978.0;316.0;2890.0;5911.0;2240.0;523.0;6287.0;523.0;3451.0;1248.0;183.0;476.0;2082.0;4607.0;1302.0;635.0;692.0
29;Cantabria;32.0;1680.0;267.0;1315.0;11293.0;420.0;2891.0;1162.0;23399.0;5764.0;289784.0;499.0;;151.0;1686.0;155.0;409.0;2203.0;29.0;2631.0;486.0;609.0;235.0;415.0;512.0;92.0;2577.0;213.0;934.0;4527.0;;343.0;1238.0;1231.0;663.0;6455.0;362.0;1286.0;1306.0;1064.0;197.0;784.0;287.0;426.0;460.0;39.0;292.0;699.0;1872.0;1201.0;489.0;406.0
29;Castellón/Castelló;1307.0;3759.0;352.0;71.0;639.0;159.0;1666.0;1988.0;347.0;255.0;767.0;272058.0;;613.0;246.0;1448.0;186.0;434.0;90.0;381.0;1702.0;572.0;575.0;78.0;839.0;491.0;764.0;787.0;140.0;2347.0;;779.0;417.0;674.0;78.0;95.0;172.0;465.0;374.0;165.0;176.0;111.0;306.0;292.0;2367.0;5668.0;426.0;25302.0;201.0;102.0;878.0;87.0
29;Ceuta;;570.0;576.0;17.0;243.0;98.0;568.0;108.0;77.0;;172.0;65.0;;65.0;152.0;48.0;635.0;21092.0;242.0;52.0;;1146.0;;326.0;62.0;244.0;180.0;;41.0;510.0;43.0;576.0;11254.0;16.0;184.0;;292.0;318.0;;70.0;175.0;20.0;1439.0;20.0;39.0;;111.0;408.0;20.0;40.0;37.0;20.0
29;Ciudad Real;7172.0;7359.0;1950.0;80.0;2002.0;975.0;568.0;847.0;630.0;424.0;1887.0;1205.0;;117739.0;624.0;3676.0;699.0;3560.0;1796.0;356.0;320.0;2048.0;1050.0;1615.0;370.0;2453.0;540.0;319.0;422.0;11365.0;;1495.0;6137.0;766.0;81.0;260.0;160.0;643.0;221.0;421.0;416.0;503.0;1086.0;281.0;377.0;129.0;11777.0;4989.0;215.0;239.0;443.0;933.0
29;Coruña, A;144.0;1596.0;597.0;202.0;8807.0;574.0;2357.0;2350.0;923.0;673.0;2626.0;546.0;;130.0;704896.0;397.0;819.0;3480.0;64.0;621.0;712.0;519.0;150.0;974.0;337.0;130.0;6390.0;67.0;28792.0;7430.0;;540.0;1836.0;609.0;14096.0;366.0;1471.0;87396.0;427.0;825.0;1008.0;583.0;567.0;166.0;550.0;55.0;419.0;1225.0;1058.0;1450.0;329.0;517.0
29;Cuenca;894.0;2980.0;255.0;19.0;402.0;53.0;227.0;529.0;101.0;143.0;603.0;959.0;20.0;576.0;200.0;50099.0;83.0;483.0;41.0;123.0;113.0;395.0;1196.0;158.0;96.0;137.0;228.0;16.0;92.0;3184.0;;412.0;350.0;95.0;45.0;18.0;94.0;295.0;39.0;85.0;42.0;125.0;136.0;162.0;215.0;231.0;911.0;3817.0;94.0;87.0;118.0;66.0
29;Cáceres;100.0;1079.0;332.0;97.0;1789.0;11624.0;710.0;575.0;317.0;280.0;1588.0;123.0;44.0;177.0;557.0;155.0;93441.0;6033.0;813.0;392.0;128.0;572.0;250.0;6140.0;223.0;87.0;790.0;40.0;390.0;3892.0;;631.0;2450.0;161.0;144.0;131.0;241.0;1224.0;29.0;4148.0;152.0;217.0;1690.0;63.0;257.0;103.0;1743.0;683.0;574.0;955.0;310.0;1825.0
29;Cádiz;178.0;1694.0;3762.0;194.0;2692.0;3876.0;3825.0;3173.0;887.0;532.0;2022.0;294.0;3473.0;1043.0;2536.0;93.0;2042.0;564433.0;3355.0;821.0;678.0;5096.0;503.0;16074.0;390.0;2429.0;1097.0;42.0;423.0;11876.0;15.0;1376.0;40269.0;653.0;319.0;263.0;1647.0;2005.0;163.0;1286.0;1021.0;488.0;29883.0;261.0;767.0;119.0;1894.0;1642.0;764.0;777.0;677.0;417.0
29;Córdoba;291.0;892.0;4884.0;293.0;1722.0;2099.0;1633.0;1074.0;376.0;827.0;1198.0;434.0;79.0;1687.0;1028.0;870.0;768.0;18221.0;87798.0;404.0;381.0;6180.0;351.0;10312.0;447.0;8605.0;669.0;146.0;221.0;5086.0;54.0;938.0;55109.0;498.0;147.0;103.0;593.0;654.0;226.0;344.0;792.0;322.0;18113.0;158.0;579.0;109.0;1600.0;1305.0;245.0;320.0;369.0;409.0
29;Gipuzkoa;100.0;2799.0;588.0;4457.0;3384.0;509.0;2790.0;1984.0;8993.0;4040.0;6293.0;1554.0;;231.0;2505.0;168.0;1650.0;2342.0;147.0;238991.0;2077.0;721.0;305.0;442.0;5360.0;235.0;2011.0;985.0;453.0;4747.0;;637.0;2730.0;29288.0;667.0;1496.0;764.0;2258.0;8445.0;2872.0;216.0;654.0;475.0;1175.0;1942.0;392.0;505.0;1455.0;1287.0;1302.0;1835.0;351.0
29;Girona;77.0;531.0;312.0;64.0;562.0;217.0;2420.0;69461.0;249.0;137.0;301.0;524.0;;59.0;492.0;121.0;118.0;446.0;172.0;405.0;414604.0;316.0;139.0;140.0;1003.0;261.0;395.0;3576.0;111.0;1072.0;;397.0;480.0;305.0;114.0;38.0;144.0;290.0;214.0;142.0;341.0;68.0;241.0;191.0;2749.0;315.0;185.0;1034.0;35.0;82.0;503.0;78.0
29;Granada;278.0;2361.0;15708.0;185.0;1458.0;779.0;2490.0;1299.0;426.0;492.0;1405.0;292.0;633.0;1099.0;1020.0;277.0;472.0;7602.0;2556.0;400.0;375.0;306049.0;324.0;1940.0;596.0;10560.0;435.0;101.0;260.0;5558.0;426.0;2576.0;26804.0;363.0;164.0;37.0;1383.0;754.0;226.0;208.0;1164.0;269.0;2899.0;166.0;501.0;262.0;943.0;892.0;251.0;129.0;233.0;273.0
29;Guadalajara;546.0;3632.0;1144.0;133.0;2644.0;606.0;600.0;752.0;398.0;592.0;2986.0;2395.0;;900.0;1173.0;3108.0;872.0;1684.0;176.0;290.0;302.0;805.0;105936.0;640.0;511.0;394.0;1100.0;142.0;337.0;40541.0;;743.0;1814.0;337.0;552.0;247.0;390.0;1178.0;309.0;673.0;263.0;1334.0;240.0;890.0;652.0;407.0;1942.0;2923.0;479.0;394.0;655.0;1549.0
29;Huelva;27.0;372.0;440.0;85.0;319.0;716.0;133.0;236.0;265.0;117.0;557.0;;;109.0;189.0;;500.0;2164.0;636.0;92.0;57.0;749.0;65.0;117381.0;85.0;423.0;174.0;116.0;161.0;669.0;;90.0;1088.0;88.0;116.0;34.0;144.0;275.0;;240.0;336.0;20.0;6848.0;;68.0;17.0;89.0;63.0;235.0;111.0;112.0;120.0
29;Huesca;15.0;199.0;223.0;90.0;631.0;46.0;327.0;904.0;240.0;247.0;786.0;794.0;;67.0;319.0;62.0;20.0;304.0;22.0;394.0;366.0;80.0;110.0;65.0;56371.0;15.0;160.0;571.0;23.0;576.0;;75.0;281.0;526.0;;90.0;22.0;190.0;266.0;43.0;129.0;;46.0;145.0;3071.0;378.0;128.0;374.0;16.0;55.0;5635.0;
29;Jaén;841.0;1162.0;9803.0;103.0;812.0;458.0;758.0;863.0;103.0;110.0;916.0;227.0;134.0;1509.0;786.0;136.0;219.0;4644.0;5505.0;94.0;125.0;15945.0;242.0;1282.0;168.0;111780.0;269.0;184.0;81.0;3892.0;16.0;971.0;15904.0;175.0;;125.0;216.0;392.0;72.0;553.0;143.0;130.0;2297.0;45.0;150.0;122.0;1255.0;760.0;130.0;188.0;157.0;119.0
29;León;77.0;2435.0;490.0;271.0;21382.0;335.0;1524.0;581.0;937.0;2045.0;4818.0;667.0;;144.0;7229.0;206.0;770.0;2791.0;80.0;986.0;303.0;148.0;151.0;1148.0;384.0;49.0;275274.0;34.0;3525.0;5046.0;;1089.0;1536.0;505.0;3742.0;3007.0;379.0;9342.0;633.0;2078.0;320.0;816.0;347.0;362.0;320.0;62.0;386.0;1218.0;3607.0;5692.0;283.0;779.0
29;Lleida;52.0;333.0;170.0;23.0;466.0;63.0;1686.0;10145.0;179.0;203.0;431.0;861.0;;22.0;134.0;20.0;136.0;257.0;69.0;155.0;3113.0;69.0;235.0;81.0;11096.0;53.0;195.0;87469.0;95.0;952.0;;180.0;307.0;323.0;72.0;104.0;234.0;101.0;151.0;79.0;74.0;112.0;67.0;315.0;26805.0;411.0;82.0;462.0;52.0;58.0;2046.0;51.0
29;Lugo;;216.0;122.0;72.0;4074.0;35.0;134.0;255.0;199.0;181.0;440.0;28.0;;44.0;22515.0;95.0;73.0;293.0;17.0;108.0;116.0;57.0;73.0;243.0;79.0;46.0;1806.0;;80462.0;953.0;;167.0;412.0;101.0;2677.0;178.0;145.0;12546.0;74.0;283.0;179.0;87.0;101.0;53.0;164.0;30.0;87.0;183.0;317.0;705.0;127.0;35.0
29;Madrid;26334.0;328752.0;74409.0;7843.0;176892.0;52957.0;97496.0;34965.0;30406.0;63848.0;176079.0;78894.0;717.0;66555.0;95029.0;111898.0;99595.0;161633.0;18132.0;38722.0;21332.0;43532.0;226077.0;50107.0;24819.0;33527.0;74851.0;6476.0;35560.0;3304228.0;311.0;90196.0;151454.0;22086.0;22907.0;23751.0;30955.0;101749.0;16756.0;68135.0;26348.0;219480.0;26504.0;39994.0;23081.0;6868.0;359355.0;174087.0;38276.0;49865.0;19687.0;221066.0
29;Melilla;;280.0;2366.0;;84.0;56.0;517.0;203.0;41.0;48.0;134.0;71.0;149.0;148.0;348.0;;108.0;1341.0;168.0;;81.0;2181.0;139.0;175.0;;202.0;51.0;37.0;50.0;1129.0;;351.0;8083.0;49.0;32.0;16.0;324.0;258.0;46.0;40.0;307.0;50.0;513.0;36.0;32.0;54.0;148.0;430.0;70.0;132.0;219.0;128.0
29;Murcia;16196.0;131079.0;36498.0;768.0;3928.0;708.0;4554.0;3938.0;1120.0;1152.0;2384.0;2080.0;98.0;1521.0;2439.0;3106.0;1069.0;4802.0;858.0;882.0;2208.0;9950.0;874.0;1187.0;1213.0;3729.0;1395.0;780.0;674.0;14074.0;67.0;653717.0;4382.0;1956.0;574.0;305.0;1017.0;1858.0;424.0;915.0;1091.0;920.0;1758.0;664.0;1351.0;655.0;1930.0;10544.0;994.0;656.0;793.0;738.0
29;Málaga;377.0;3926.0;11404.0;712.0;4690.0;2736.0;7035.0;4009.0;1650.0;1636.0;3740.0;712.0;832.0;2422.0;3595.0;617.0;1882.0;58913.0;11962.0;1392.0;919.0;33793.0;761.0;7653.0;506.0;9343.0;2130.0;362.0;1159.0;18529.0;1047.0;2869.0;800758.0;1090.0;604.0;272.0;2162.0;2366.0;927.0;1375.0;1493.0;1107.0;12746.0;387.0;856.0;96.0;3009.0;3142.0;775.0;561.0;510.0;873.0
29;Navarra;59.0;4364.0;1346.0;2529.0;4215.0;351.0;2456.0;2751.0;4441.0;2052.0;8190.0;4635.0;;203.0;1629.0;168.0;893.0;4521.0;116.0;19185.0;1855.0;949.0;305.0;1239.0;6930.0;379.0;1291.0;886.0;663.0;3975.0;;524.0;2987.0;221158.0;512.0;710.0;636.0;2016.0;7314.0;840.0;634.0;475.0;648.0;3352.0;11665.0;672.0;459.0;2138.0;639.0;550.0;8115.0;383.0
29;Ourense;;317.0;115.0;67.0;851.0;94.0;418.0;283.0;110.0;127.0;534.0;107.0;;47.0;9097.0;85.0;225.0;303.0;45.0;91.0;189.0;39.0;121.0;182.0;33.0;46.0;735.0;103.0;6756.0;1179.0;;68.0;177.0;50.0;140911.0;121.0;354.0;34391.0;163.0;337.0;104.0;231.0;64.0;89.0;63.0;;242.0;235.0;359.0;544.0;43.0;104.0
29;Palencia;54.0;921.0;219.0;136.0;2521.0;153.0;203.0;204.0;797.0;3129.0;9982.0;438.0;;36.0;617.0;96.0;236.0;964.0;37.0;512.0;16.0;161.0;80.0;404.0;90.0;16.0;2336.0;27.0;240.0;2056.0;;103.0;668.0;209.0;247.0;66280.0;181.0;937.0;164.0;1592.0;79.0;1055.0;202.0;261.0;202.0;;157.0;295.0;8653.0;1151.0;209.0;1023.0
29;Palmas, Las;183.0;968.0;302.0;147.0;2106.0;267.0;2359.0;2113.0;783.0;377.0;1822.0;302.0;;114.0;2864.0;219.0;322.0;2401.0;187.0;627.0;367.0;853.0;210.0;960.0;241.0;385.0;1123.0;99.0;478.0;5431.0;;670.0;1661.0;314.0;583.0;167.0;887212.0;2748.0;206.0;308.0;31700.0;257.0;1537.0;83.0;436.0;74.0;343.0;1316.0;436.0;242.0;337.0;270.0
29;Pontevedra;16.0;756.0;117.0;64.0;4164.0;239.0;1354.0;1066.0;744.0;479.0;1894.0;217.0;;120.0;46387.0;128.0;255.0;849.0;56.0;591.0;172.0;144.0;97.0;578.0;162.0;106.0;2168.0;82.0;8063.0;4476.0;;143.0;556.0;409.0;24517.0;330.0;829.0;448709.0;204.0;766.0;877.0;335.0;418.0;114.0;594.0;18.0;347.0;792.0;829.0;1544.0;191.0;263.0
29;Rioja, La;56.0;2136.0;258.0;15233.0;3146.0;137.0;1539.0;829.0;3656.0;3720.0;8822.0;1586.0;;137.0;967.0;80.0;393.0;1289.0;41.0;3104.0;699.0;336.0;354.0;528.0;1372.0;147.0;1071.0;261.0;343.0;2607.0;;269.0;1145.0;16562.0;473.0;643.0;156.0;1015.0;112642.0;588.0;216.0;262.0;564.0;2664.0;3884.0;298.0;157.0;1141.0;464.0;574.0;1554.0;230.0
29;Salamanca;144.0;3159.0;477.0;225.0;4282.0;1020.0;1034.0;697.0;710.0;1335.0;5134.0;342.0;;262.0;1705.0;176.0;5840.0;2909.0;103.0;689.0;312.0;258.0;259.0;1777.0;333.0;240.0;2604.0;71.0;486.0;5156.0;;578.0;1835.0;628.0;546.0;1184.0;961.0;2798.0;412.0;189211.0;788.0;1829.0;743.0;271.0;396.0;90.0;703.0;1393.0;4366.0;9072.0;166.0;5663.0
29;Santa Cruz de Tenerife;75.0;1457.0;305.0;260.0;2402.0;319.0;1967.0;2217.0;838.0;353.0;1736.0;216.0;;104.0;2388.0;79.0;362.0;1512.0;135.0;773.0;710.0;1378.0;183.0;785.0;191.0;170.0;900.0;62.0;433.0;5145.0;;661.0;1661.0;508.0;560.0;231.0;33402.0;2680.0;219.0;428.0;937885.0;374.0;995.0;108.0;345.0;64.0;341.0;1246.0;476.0;220.0;373.0;228.0
29;Segovia;87.0;1901.0;432.0;45.0;1026.0;86.0;345.0;196.0;305.0;448.0;2069.0;236.0;;130.0;613.0;221.0;277.0;893.0;60.0;184.0;127.0;94.0;181.0;378.0;145.0;133.0;451.0;31.0;153.0;6262.0;;457.0;742.0;135.0;259.0;247.0;160.0;786.0;121.0;624.0;153.0;75520.0;110.0;150.0;64.0;;531.0;780.0;1547.0;433.0;106.0;1213.0
29;Sevilla;679.0;2860.0;8258.0;285.0;6884.0;15181.0;6420.0;4622.0;1493.0;1093.0;4505.0;987.0;492.0;2038.0;3820.0;697.0;5827.0;216652.0;17280.0;1653.0;1175.0;12401.0;758.0;167093.0;820.0;8552.0;1621.0;580.0;1200.0;10615.0;195.0;3185.0;47903.0;1305.0;738.0;660.0;3120.0;2591.0;422.0;2856.0;2243.0;695.0;530436.0;581.0;1182.0;192.0;2744.0;3656.0;849.0;1465.0;733.0;1331.0
29;Soria;;610.0;59.0;128.0;674.0;62.0;204.0;335.0;382.0;1349.0;917.0;473.0;;42.0;118.0;24.0;151.0;402.0;58.0;311.0;104.0;76.0;530.0;56.0;300.0;;255.0;45.0;57.0;1264.0;;96.0;413.0;640.0;57.0;269.0;124.0;238.0;903.0;212.0;66.0;323.0;85.0;45969.0;265.0;136.0;140.0;453.0;416.0;169.0;1041.0;78.0
29;Tarragona;172.0;1371.0;357.0;154.0;1186.0;282.0;2632.0;37848.0;619.0;514.0;1069.0;4704.0;;621.0;738.0;397.0;164.0;633.0;260.0;523.0;6959.0;550.0;405.0;272.0;3780.0;436.0;765.0;10119.0;341.0;1702.0;;578.0;483.0;1201.0;135.0;127.0;182.0;720.0;435.0;220.0;133.0;121.0;258.0;265.0;379403.0;2269.0;290.0;2998.0;303.0;205.0;1879.0;208.0
29;Teruel;45.0;689.0;140.0;24.0;349.0;36.0;123.0;219.0;110.0;67.0;134.0;3700.0;;43.0;94.0;428.0;52.0;90.0;;73.0;66.0;92.0;865.0;98.0;959.0;20.0;102.0;82.0;86.0;435.0;;138.0;42.0;188.0;;58.0;;171.0;134.0;41.0;137.0;;31.0;114.0;601.0;22316.0;99.0;5065.0;36.0;17.0;1893.0;17.0
29;Toledo;1057.0;6113.0;1616.0;181.0;3281.0;1559.0;1002.0;407.0;492.0;466.0;2773.0;847.0;;3418.0;1723.0;1737.0;6470.0;3562.0;381.0;317.0;492.0;1097.0;985.0;1296.0;759.0;865.0;806.0;82.0;463.0;21082.0;;1550.0;2057.0;235.0;164.0;243.0;602.0;1340.0;178.0;1122.0;264.0;817.0;820.0;199.0;310.0;53.0;122254.0;3343.0;650.0;458.0;301.0;8687.0
29;Valencia/València;14050.0;105274.0;4731.0;915.0;6787.0;1212.0;20469.0;9209.0;2663.0;1791.0;5725.0;94075.0;112.0;3164.0;3293.0;30056.0;2217.0;3675.0;865.0;2962.0;3387.0;2373.0;4050.0;825.0;4998.0;2852.0;3078.0;2086.0;1321.0;18283.0;15.0;7820.0;3613.0;3520.0;628.0;832.0;2663.0;3761.0;1383.0;1596.0;2184.0;1673.0;1807.0;983.0;5550.0;22669.0;2288.0;1158233.0;1286.0;893.0;3010.0;1285.0
29;Valladolid;261.0;4845.0;893.0;582.0;10583.0;866.0;1118.0;868.0;1243.0;7414.0;24912.0;1053.0;24.0;266.0;3186.0;568.0;1727.0;4616.0;201.0;1877.0;429.0;562.0;560.0;1019.0;391.0;395.0;12078.0;84.0;1046.0;8615.0;;1261.0;2310.0;1072.0;820.0;20188.0;531.0;5102.0;643.0;8629.0;801.0;9526.0;786.0;1833.0;716.0;49.0;745.0;2393.0;167319.0;13609.0;566.0;5098.0
29;Zamora;23.0;550.0;86.0;68.0;1206.0;137.0;321.0;177.0;243.0;324.0;1121.0;120.0;;18.0;586.0;136.0;298.0;598.0;;277.0;47.0;107.0;55.0;194.0;26.0;25.0;1860.0;24.0;174.0;1709.0;;179.0;206.0;103.0;506.0;510.0;58.0;1340.0;125.0;4303.0;;301.0;228.0;104.0;57.0;;119.0;474.0;2725.0;67486.0;116.0;308.0
29;Zaragoza;368.0;6796.0;1880.0;1257.0;8489.0;486.0;6444.0;7623.0;2956.0;3208.0;13668.0;27848.0;46.0;569.0;3084.0;657.0;1277.0;5340.0;881.0;4600.0;3944.0;1398.0;6117.0;1606.0;88248.0;511.0;2614.0;3339.0;1200.0;9637.0;40.0;1845.0;4307.0;10438.0;505.0;1147.0;1219.0;3276.0;7308.0;1148.0;1424.0;1005.0;1110.0;15293.0;57041.0;32798.0;1167.0;9825.0;1058.0;1049.0;219607.0;1020.0
29;Ávila;94.0;1367.0;260.0;51.0;1310.0;174.0;558.0;171.0;224.0;373.0;1652.0;282.0;;101.0;353.0;131.0;365.0;713.0;20.0;401.0;79.0;138.0;330.0;423.0;;71.0;333.0;;213.0;6021.0;;309.0;1384.0;113.0;159.0;254.0;387.0;1023.0;63.0;3107.0;67.0;3830.0;174.0;130.0;56.0;;636.0;773.0;1110.0;399.0;117.0;44176.0
30;Albacete;82572.0;21611.0;2136.0;101.0;1560.0;154.0;1080.0;1120.0;468.0;703.0;970.0;1114.0;;2675.0;586.0;9973.0;279.0;1408.0;203.0;142.0;175.0;814.0;511.0;301.0;587.0;1353.0;686.0;188.0;359.0;4144.0;;11050.0;1611.0;310.0;79.0;124.0;135.0;859.0;261.0;192.0;303.0;595.0;635.0;275.0;431.0;130.0;1145.0;7600.0;205.0;122.0;400.0;353.0
30;Alicante/Alacant;14645.0;747279.0;5497.0;856.0;5849.0;478.0;8983.0;5059.0;2476.0;2430.0;4211.0;4756.0;;2003.0;3330.0;5199.0;1225.0;2264.0;479.0;1985.0;2359.0;4609.0;2061.0;1413.0;1474.0;2592.0;4137.0;790.0;1564.0;27621.0;;51576.0;3170.0;3077.0;2193.0;1221.0;955.0;3224.0;1621.0;1819.0;1046.0;2027.0;1414.0;1414.0;1892.0;1381.0;3728.0;43066.0;1940.0;1322.0;1079.0;1914.0
30;Almería;648.0;2435.0;277613.0;150.0;1313.0;310.0;1464.0;2410.0;666.0;484.0;1347.0;594.0;24.0;1384.0;830.0;219.0;299.0;3032.0;1028.0;548.0;1227.0;30859.0;421.0;1286.0;277.0;3789.0;393.0;696.0;175.0;4365.0;154.0;5319.0;7842.0;648.0;171.0;133.0;562.0;597.0;297.0;173.0;289.0;255.0;1949.0;317.0;677.0;102.0;876.0;1949.0;372.0;204.0;446.0;280.0
30;Araba/Álava;360.0;5631.0;1073.0;77423.0;4078.0;924.0;2192.0;1247.0;18592.0;27091.0;17493.0;2724.0;;442.0;1374.0;236.0;5024.0;3015.0;250.0;16184.0;690.0;866.0;204.0;1136.0;1930.0;318.0;4356.0;464.0;873.0;2698.0;;524.0;2964.0;8808.0;2210.0;2363.0;758.0;2076.0;16234.0;2581.0;618.0;1107.0;426.0;951.0;3608.0;555.0;355.0;1185.0;1369.0;2878.0;939.0;506.0
30;Asturias;261.0;6314.0;1604.0;766.0;735758.0;1105.0;5407.0;2170.0;2205.0;2337.0;11078.0;1287.0;20.0;306.0;8973.0;408.0;3541.0;5734.0;247.0;1744.0;525.0;1301.0;384.0;2076.0;307.0;319.0;63142.0;191.0;10674.0;8795.0;;1824.0;4583.0;1108.0;2775.0;3621.0;2360.0;13793.0;1011.0;4708.0;1781.0;1370.0;1255.0;564.0;618.0;334.0;1026.0;1550.0;4162.0;7427.0;520.0;950.0
30;Badajoz;127.0;802.0;1034.0;98.0;2417.0;138239.0;1792.0;799.0;312.0;483.0;1790.0;292.0;17.0;547.0;926.0;172.0;26516.0;14117.0;1222.0;436.0;266.0;1088.0;212.0;19717.0;274.0;458.0;949.0;55.0;251.0;4904.0;20.0;751.0;6261.0;156.0;561.0;233.0;700.0;1207.0;312.0;2617.0;302.0;427.0;5891.0;95.0;170.0;94.0;1854.0;812.0;600.0;1177.0;320.0;930.0
